PLOTID,LAT,LON
91,50.616899928790616,24.53218085570058
92,48.31905227992025,26.527704834499318
93,45.61817224179157,34.16309519235389
94,47.71192404355541,38.61363147589892
95,49.118945530543336,24.243744673885825
96,46.94952549264694,34.387654345576244
97,47.29667440768317,37.81508380474582
98,49.864185051537724,34.32975307569643
99,49.06045553419929,26.05200083620415
100,45.22617100748218,30.492053779223404
101,49.83530636487607,28.429973578201373
102,45.05315845475022,32.86164234707324
103,49.45726078435408,26.342651045039315
104,46.58044225908776,34.97425157633831
105,47.62226870424721,29.423246976471088
106,48.133287330364006,36.53305099641682
107,46.05542311633432,32.88299638100033
108,49.13761461536632,38.9818403028575
109,46.729008290977845,31.678485983960584
110,49.29350215025216,25.73266639516707
111,49.15570385443828,34.79990121566781
112,47.791829404496404,39.18625804079805
113,49.806251396758356,33.486916027554685
114,50.80727857384192,30.154878902201023
115,51.54609143091341,30.48196538795099
116,49.41494059181606,30.202694264731498
117,49.15343773092924,27.010592009073772
118,48.644897609409874,34.49107431894309
119,45.278713969862764,33.61627944875739
120,51.14093703663076,25.506782589907104
121,47.378444038226256,31.97166693641718
122,49.078305094807874,37.588530510287306
123,49.055958098677294,31.2933146201943
124,47.32029071098424,32.78371808366414
125,44.700182847207316,35.126810325875944
126,48.13902939556274,38.0926685636743
127,50.71140677161047,29.026217735057394
128,49.569398375414934,35.97130892302157
129,50.53684837484746,33.29193929360379
130,49.54846157408952,31.364603320949637
131,48.58264418126766,38.97659531280287
132,48.254501174451136,28.318566665445807
133,48.46428535892896,34.734458212620524
134,48.49156691342003,37.79662902098799
135,47.92974063945811,24.695210556788943
136,45.40755220028399,35.99535110722144
137,49.905102131014424,37.48012151930798
138,47.48045999269636,30.55149453266687
139,48.256655211677085,33.532975167458304
140,49.94713701712948,38.341853879444876
141,50.857752840393665,33.72954304901869
142,49.1174121109165,22.7524798720707
143,48.35988360402637,35.348084978833406
144,49.06980820955823,23.245839233971946
145,49.165390797893984,24.30931313500788
146,46.395168842030245,33.67754554458163
147,48.762409615258164,35.02673912175878
148,50.40810229481342,29.080820080951924
149,51.35694017392957,23.8256513420277
150,48.62649980425705,22.534724847471786
151,50.619878825862095,26.797241509061713
152,49.2813064575892,23.472742487017705
153,48.38418543212719,37.53511439920003
154,48.05421935268262,33.3451244844309
155,49.228941212315064,23.927340365603122
156,46.26503402212147,34.889579456584265
157,50.59688162320629,26.75405391115762
158,47.567898093176446,31.81580133013072
159,51.15121447250935,30.62184386902616
160,49.21843371446486,33.16963814751023
161,48.06677166328491,30.462128154049797
162,50.66193151389453,24.131865733298522
163,48.62263936166487,23.806873861222723
164,44.55427190102661,34.53408466648305
165,49.442420100477534,23.97038141338918
166,44.86318757516265,35.35630483807025
167,46.23375454880032,32.12463128670307
168,45.22952782913156,32.84158482949052
169,47.160647151786264,33.26261484863407
170,49.91319972205138,23.563953020933482
171,51.44335985098537,28.802302476749556
172,47.608079003925965,29.914348978982524
173,48.87895608131131,26.743398580064913
174,48.36910423183731,36.12843178268393
175,46.43535940051411,36.242188926019395
176,46.55650440411687,29.144805595951414
177,48.06359190995436,32.853548888980505
178,49.498751499051785,25.773730597073847
179,47.481146052003126,29.300221282367254
180,51.0444177164098,29.595947704295696
181,48.838159809396466,33.463056990519966
182,48.80684892443122,24.915821091378575
183,47.19498855251494,29.78647332417665
184,48.451800313533916,37.73982360557429
185,46.55470176415221,30.915127100626584
186,50.559730189338914,29.828811402889908
187,51.074126281476296,34.61635301821801
188,47.869311688278316,39.41414583832711
189,48.6416634217395,28.307610136506796
190,48.98650813579637,23.000603151889635
191,45.57017785384951,29.68499536860846
192,45.50165961203474,35.658413737552166
193,50.78969796925473,24.255130321961033
194,51.059288644537645,26.995404926183525
195,47.41631772696706,33.893229417623076
196,48.458747219078,28.768104291384418
197,45.07291237348006,35.85828409803049
198,49.07390518073327,25.499511701996102
199,49.78205206405103,29.634420830640305
200,47.05291333952665,32.568271048064524
201,50.18412587038245,27.09447915478659
202,50.418323394725704,25.580865868345853
203,51.7312670468272,33.920706002958376
204,48.36815868969706,37.399076880933734
205,49.67300481486733,32.35316819700181
206,45.91236778453325,30.235983782910765
207,48.76371532106493,38.79946284171724
208,50.452545962301485,23.948582512519764
209,49.10587096058945,28.099959470891168
210,47.78772867509297,25.189000729087756
211,51.888137978004046,32.46793945111277
212,46.17998124365211,33.80355514337988
213,45.43930681467278,36.681481881243855
214,50.88534695920319,25.92108892266167
215,46.03842756489615,28.943682580619313
216,47.863203870164206,34.81251560585578
217,50.7031331943128,29.755556045824598
218,48.012050019468155,23.958391388182896
219,45.430729237374074,32.6869622769603
220,45.228409939237046,34.41238437202075
221,52.35011875457865,33.60302341764382
222,48.74912330418367,30.503380000442387
223,48.235646075626825,38.63511411673755
224,48.92724689891759,28.09950207618069
225,51.80721128904953,32.77766360289074
226,49.737739275917754,34.8344400110193
227,48.26440135338471,23.233690574685493
228,49.85808442579181,30.595037920248394
229,49.090376131994944,37.04529987557363
230,45.41474152762076,32.729523042708685
231,48.34853600930243,31.22212356755858
232,47.97606444915353,36.52782269128199
233,47.87003773880753,32.5317149616167
234,46.955911514868276,34.63541298923103
235,48.78108336379302,33.8963062977887
236,48.232723242935684,34.38686315386278
237,50.43906166727941,35.79380812871999
238,50.857180705967345,33.82710040987485
239,45.29327969910034,36.12621404311808
240,50.43264193489396,24.33927061538208
241,46.36608816246824,31.242373636237335
242,48.193547630083486,32.4390172301321
243,47.33041829166817,31.4472383414716
244,46.27680714133175,32.3229205764529
245,44.43011714622579,33.338839964826704
246,47.83123722129642,38.488005733030064
247,50.88289997919385,31.924288549957556
248,51.6810800903469,29.162992249742405
249,47.98783555795752,31.667316686581263
